objid,objid_raw,datetime,datetime_raw,parent,parent_raw,type,type_raw,name,name_raw,status,status_raw,message,message_raw
10591,10591,15-05-2024 12:56:48,45427.3102782639,192.168.101.42,192.168.101.42,SNMP Traffic 64bit,snmptraffic,(002) ens33 Traffic,(002) ens33 Traffic,Up,607,"<div class=""logmessage"">0.02 Mbit/s<div class=""moreicon""></div></div>",0.02 Mbit/s
10695,10695,15-05-2024 12:56:15,45427.3098959838,{isp-wr-tp-192-168-101-224} (192.168.101.224) [CCR2116-12G-4S+] @Rack_ [TP-],{isp-wr-tp-192-168-101-224} (192.168.101.224) [CCR2116-12G-4S+] @Rack_ [TP-],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Down,608,"<div class=""logmessage"">0.02 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.02 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
12483,12483,15-05-2024 12:56:04,45427.3097686806,{idrac-jp-10-100-11-42} (10.100.11.42) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-42} (10.100.11.42) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
10955,10955,15-05-2024 12:55:49,45427.309596169,{isp-wr-tp-192-168-101-226} (192.168.101.226) [CCR2116-12G-4S+] @Rack_ [TP-],{isp-wr-tp-192-168-101-226} (192.168.101.226) [CCR2116-12G-4S+] @Rack_ [TP-],SNMP Traffic 64bit,snmptraffic,(005) sfp-sfpplus4 Traffic,(005) sfp-sfpplus4 Traffic,Up,607,"<div class=""logmessage"">432 Mbit/s<div class=""moreicon""></div></div>",432 Mbit/s
10591,10591,15-05-2024 12:55:48,45427.3095849537,192.168.101.42,192.168.101.42,SNMP Traffic 64bit,snmptraffic,(002) ens33 Traffic,(002) ens33 Traffic,Warning,609,"<div class=""logmessage"">1.05 #/s (Discards In) is above the warning limit of 1 #/s in Discards In<div class=""moreicon""></div></div>",1.05 #/s (Discards In) is above the warning limit of 1 #/s in Discards In
12506,12506,15-05-2024 12:55:45,45427.3095487963,{idrac-jp-10-100-11-43} (10.100.11.43) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-43} (10.100.11.43) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
10955,10955,15-05-2024 12:55:39,45427.3094804398,{isp-wr-tp-192-168-101-226} (192.168.101.226) [CCR2116-12G-4S+] @Rack_ [TP-],{isp-wr-tp-192-168-101-226} (192.168.101.226) [CCR2116-12G-4S+] @Rack_ [TP-],SNMP Traffic 64bit,snmptraffic,(005) sfp-sfpplus4 Traffic,(005) sfp-sfpplus4 Traffic,Warning,609,"<div class=""logmessage"">798 Mbit/s (Traffic Total) is above the warning limit of 700 Mbit/s in Traffic Total<div class=""moreicon""></div></div>",798 Mbit/s (Traffic Total) is above the warning limit of 700 Mbit/s in Traffic Total
12349,12349,15-05-2024 12:55:23,45427.3092987037,10.100.41.111,10.100.41.111,Redfish System Health,paessler.redfish.system_health_sensor.40,System Health: System (CNIVC007BF0442),System Health: System (CNIVC007BF0442),Up,607,"<div class=""logmessage"">OK<div class=""moreicon""></div></div>",OK
12483,12483,15-05-2024 12:55:04,45427.309074294,{idrac-jp-10-100-11-42} (10.100.11.42) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-42} (10.100.11.42) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.02 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.02 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
12355,12355,15-05-2024 12:55:01,45427.3090430093,10.100.41.112,10.100.41.112,Redfish System Health,paessler.redfish.system_health_sensor.40,System Health: System (CN7475173U0571),System Health: System (CN7475173U0571),Unknown,601,"<div class=""logmessage"">No data since 15-05-2024 12:52:05<div class=""moreicon""></div></div>",No data since 15-05-2024 12:52:05
12506,12506,15-05-2024 12:54:45,45427.3088543982,{idrac-jp-10-100-11-43} (10.100.11.43) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-43} (10.100.11.43) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.02 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.02 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
2931,2931,15-05-2024 12:54:37,45427.3087616319,{mgmt-tp-10-112-11-203} (10.112.11.203) [CISCO-WS-C3750X-48P] @Rack_L16  [TP-GF],{mgmt-tp-10-112-11-203} (10.112.11.203) [CISCO-WS-C3750X-48P] @Rack_L16  [TP-GF],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
10695,10695,15-05-2024 12:54:14,45427.3085068518,{isp-wr-tp-192-168-101-224} (192.168.101.224) [CCR2116-12G-4S+] @Rack_ [TP-],{isp-wr-tp-192-168-101-224} (192.168.101.224) [CCR2116-12G-4S+] @Rack_ [TP-],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
12349,12349,15-05-2024 12:54:01,45427.3083497106,10.100.41.111,10.100.41.111,Redfish System Health,paessler.redfish.system_health_sensor.40,System Health: System (CNIVC007BF0442),System Health: System (CNIVC007BF0442),Unknown,601,"<div class=""logmessage"">No data since 15-05-2024 12:51:17<div class=""moreicon""></div></div>",No data since 15-05-2024 12:51:17
12521,12521,15-05-2024 12:54:01,45427.308345,{idrac-jp-10-100-11-44} (10.100.11.44) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-44} (10.100.11.44) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
10591,10591,15-05-2024 12:53:48,45427.308194919,192.168.101.42,192.168.101.42,SNMP Traffic 64bit,snmptraffic,(002) ens33 Traffic,(002) ens33 Traffic,Up,607,"<div class=""logmessage"">0.02 Mbit/s<div class=""moreicon""></div></div>",0.02 Mbit/s
12506,12506,15-05-2024 12:53:45,45427.308159838,{idrac-jp-10-100-11-43} (10.100.11.43) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-43} (10.100.11.43) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
2931,2931,15-05-2024 12:53:37,45427.3080672454,{mgmt-tp-10-112-11-203} (10.112.11.203) [CISCO-WS-C3750X-48P] @Rack_L16  [TP-GF],{mgmt-tp-10-112-11-203} (10.112.11.203) [CISCO-WS-C3750X-48P] @Rack_L16  [TP-GF],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Down,608,"<div class=""logmessage"">0.02 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.02 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
10695,10695,15-05-2024 12:53:15,45427.3078126389,{isp-wr-tp-192-168-101-224} (192.168.101.224) [CCR2116-12G-4S+] @Rack_ [TP-],{isp-wr-tp-192-168-101-224} (192.168.101.224) [CCR2116-12G-4S+] @Rack_ [TP-],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Down,608,"<div class=""logmessage"">0.02 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.02 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
12483,12483,15-05-2024 12:53:04,45427.3076853356,{idrac-jp-10-100-11-42} (10.100.11.42) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-42} (10.100.11.42) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
12521,12521,15-05-2024 12:53:01,45427.3076506134,{idrac-jp-10-100-11-44} (10.100.11.44) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-44} (10.100.11.44) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.02 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.02 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
12506,12506,15-05-2024 12:52:45,45427.3074654398,{idrac-jp-10-100-11-43} (10.100.11.43) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-43} (10.100.11.43) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.02 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.02 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
12355,12355,15-05-2024 12:52:05,45427.3070061343,10.100.41.112,10.100.41.112,Redfish System Health,paessler.redfish.system_health_sensor.40,System Health: System (CN7475173U0571),System Health: System (CN7475173U0571),Up,607,"<div class=""logmessage"">OK<div class=""moreicon""></div></div>",OK
12483,12483,15-05-2024 12:52:04,45427.3069907639,{idrac-jp-10-100-11-42} (10.100.11.42) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-42} (10.100.11.42) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.02 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.02 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
12521,12521,15-05-2024 12:52:01,45427.3069562268,{idrac-jp-10-100-11-44} (10.100.11.44) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-44} (10.100.11.44) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
10359,10359,15-05-2024 12:51:58,45427.3069213194,{pdu-tp-192.168.101.240} (192.168.101.240) [HUAWEI S5720-56C-EI-DC] @Rack_L13 [TP-GF],{pdu-tp-192.168.101.240} (192.168.101.240) [HUAWEI S5720-56C-EI-DC] @Rack_L13 [TP-GF],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
12349,12349,15-05-2024 12:51:17,45427.3064562268,10.100.41.111,10.100.41.111,Redfish System Health,paessler.redfish.system_health_sensor.40,System Health: System (CNIVC007BF0442),System Health: System (CNIVC007BF0442),Up,607,"<div class=""logmessage"">OK<div class=""moreicon""></div></div>",OK
10695,10695,15-05-2024 12:51:14,45427.3064234954,{isp-wr-tp-192-168-101-224} (192.168.101.224) [CCR2116-12G-4S+] @Rack_ [TP-],{isp-wr-tp-192-168-101-224} (192.168.101.224) [CCR2116-12G-4S+] @Rack_ [TP-],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
12483,12483,15-05-2024 12:51:04,45427.3062965509,{idrac-jp-10-100-11-42} (10.100.11.42) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-42} (10.100.11.42) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
12521,12521,15-05-2024 12:51:01,45427.3062618403,{idrac-jp-10-100-11-44} (10.100.11.44) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-44} (10.100.11.44) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.02 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.02 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
10359,10359,15-05-2024 12:50:57,45427.3062267593,{pdu-tp-192.168.101.240} (192.168.101.240) [HUAWEI S5720-56C-EI-DC] @Rack_L13 [TP-GF],{pdu-tp-192.168.101.240} (192.168.101.240) [HUAWEI S5720-56C-EI-DC] @Rack_L13 [TP-GF],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
7326,7326,15-05-2024 12:50:51,45427.306151713,{cust-jp-10-100-11-201} (10.100.11.201) [Cisco-Nexus 3048 Chassis] @Rack_01 [CDC-105],{cust-jp-10-100-11-201} (10.100.11.201) [Cisco-Nexus 3048 Chassis] @Rack_01 [CDC-105],SNMP Cisco System Health,snmpciscosystemhealth,System Health Other,System Health Other,Warning,609,"<div class=""logmessage"">0 mdBm (Ethernet1/49(dBm)_26595) is above the warning limit of -1,000 mdBm in Ethernet1/49(dBm)_26595 — 0 mdBm (Ethernet1/50(dBm)_26611) is above the warning limit of -1,000 mdBm in Ethernet1/50(dBm)_26611<div class=""moreicon""></div></div>","0 mdBm (Ethernet1/49(dBm)_26595) is above the warning limit of -1,000 mdBm in Ethernet1/49(dBm)_26595 — 0 mdBm (Ethernet1/50(dBm)_26611) is above the warning limit of -1,000 mdBm in Ethernet1/50(dBm)_26611"
11124,11124,15-05-2024 12:50:47,45427.3060998148,{isp-wr-gc-192-168-100-223} (192.168.100.223) [CCR2116-12G-4S+] @Rack_D2,{isp-wr-gc-192-168-100-223} (192.168.100.223) [CCR2116-12G-4S+] @Rack_D2,Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
5018,5018,15-05-2024 12:50:37,45427.3059839005,{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
10695,10695,15-05-2024 12:50:14,45427.3057291088,{isp-wr-tp-192-168-101-224} (192.168.101.224) [CCR2116-12G-4S+] @Rack_ [TP-],{isp-wr-tp-192-168-101-224} (192.168.101.224) [CCR2116-12G-4S+] @Rack_ [TP-],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Down,608,"<div class=""logmessage"">0.02 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.02 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
12483,12483,15-05-2024 12:50:04,45427.3056019907,{idrac-jp-10-100-11-42} (10.100.11.42) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-42} (10.100.11.42) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.02 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.02 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
12349,12349,15-05-2024 12:50:01,45427.3055730556,10.100.41.111,10.100.41.111,Redfish System Health,paessler.redfish.system_health_sensor.40,System Health: System (CNIVC007BF0442),System Health: System (CNIVC007BF0442),Unknown,601,"<div class=""logmessage"">No data since 15-05-2024 12:47:17<div class=""moreicon""></div></div>",No data since 15-05-2024 12:47:17
10168,10168,15-05-2024 12:49:51,45427.3054515394,{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],SNMP Traffic 64bit,snmptraffic,Eth18(69)__vNIC08-12.vc12.c02__10.112.73.12,Eth18(69)__vNIC08-12.vc12.c02__10.112.73.12,Up,607,"<div class=""logmessage"">371 Mbit/s<div class=""moreicon""></div></div>",371 Mbit/s
11124,11124,15-05-2024 12:49:47,45427.3054054282,{isp-wr-gc-192-168-100-223} (192.168.100.223) [CCR2116-12G-4S+] @Rack_D2,{isp-wr-gc-192-168-100-223} (192.168.100.223) [CCR2116-12G-4S+] @Rack_D2,Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Down,608,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
10162,10162,15-05-2024 12:49:46,45427.305393669,{storage-tp-10-112-11-213} (10.112.11.213) [EdgeCore_AS7712-32X] @Rack_L16  [TP-GF],{storage-tp-10-112-11-213} (10.112.11.213) [EdgeCore_AS7712-32X] @Rack_L16  [TP-GF],SNMP Traffic 64bit,snmptraffic,Eth19(73)__vNIC04-13.vc12.c02__10.112.73.13,Eth19(73)__vNIC04-13.vc12.c02__10.112.73.13,Up,607,"<div class=""logmessage"">38 Mbit/s<div class=""moreicon""></div></div>",38 Mbit/s
12506,12506,15-05-2024 12:49:45,45427.3053820949,{idrac-jp-10-100-11-43} (10.100.11.43) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-43} (10.100.11.43) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
10869,10869,15-05-2024 12:49:43,45427.3053589468,{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],SNMP Traffic 64bit,snmptraffic,Eth04(13)__vNIC14-18.vc12.c02__10.112.73.18,Eth04(13)__vNIC14-18.vc12.c02__10.112.73.18,Up,607,"<div class=""logmessage"">206 Mbit/s<div class=""moreicon""></div></div>",206 Mbit/s
5018,5018,15-05-2024 12:49:37,45427.3052895139,{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.02 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.02 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
9450,9450,15-05-2024 12:49:02,45427.3048877083,Probe Device,Probe Device,WMI UTC Time,wmiutctime,WMI UTC Time,WMI UTC Time,Up,607,"<div class=""logmessage"">7 h 19 m <div class=""moreicon""></div></div>",7 h 19 m
10167,10167,15-05-2024 12:48:57,45427.3048265857,{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],SNMP Traffic 64bit,snmptraffic,Eth17(65)__vNIC08-11.vc12.c02__10.112.73.11,Eth17(65)__vNIC08-11.vc12.c02__10.112.73.11,Up,607,"<div class=""logmessage"">144 Mbit/s<div class=""moreicon""></div></div>",144 Mbit/s
7326,7326,15-05-2024 12:48:51,45427.3047614815,{cust-jp-10-100-11-201} (10.100.11.201) [Cisco-Nexus 3048 Chassis] @Rack_01 [CDC-105],{cust-jp-10-100-11-201} (10.100.11.201) [Cisco-Nexus 3048 Chassis] @Rack_01 [CDC-105],SNMP Cisco System Health,snmpciscosystemhealth,System Health Other,System Health Other,Down,608,"<div class=""logmessage"">0 mdBm (Ethernet1/49(dBm)_26595) is above the warning limit of -1,000 mdBm in Ethernet1/49(dBm)_26595 — -30,000 mdBm (Ethernet1/50(dBm)_26611) is below the error limit of -15,086 mdBm in Ethernet1/50(dBm)_26611. -13970<div class=""moreicon""></div></div>","0 mdBm (Ethernet1/49(dBm)_26595) is above the warning limit of -1,000 mdBm in Ethernet1/49(dBm)_26595 — -30,000 mdBm (Ethernet1/50(dBm)_26611) is below the error limit of -15,086 mdBm in Ethernet1/50(dBm)_26611. -13970"
10168,10168,15-05-2024 12:48:51,45427.3047571412,{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],SNMP Traffic 64bit,snmptraffic,Eth18(69)__vNIC08-12.vc12.c02__10.112.73.12,Eth18(69)__vNIC08-12.vc12.c02__10.112.73.12,Down,608,"<div class=""logmessage"">36 #/s (Discards In) is above the error limit of 2 #/s in Discards In<div class=""moreicon""></div></div>",36 #/s (Discards In) is above the error limit of 2 #/s in Discards In
10162,10162,15-05-2024 12:48:46,45427.304699456,{storage-tp-10-112-11-213} (10.112.11.213) [EdgeCore_AS7712-32X] @Rack_L16  [TP-GF],{storage-tp-10-112-11-213} (10.112.11.213) [EdgeCore_AS7712-32X] @Rack_L16  [TP-GF],SNMP Traffic 64bit,snmptraffic,Eth19(73)__vNIC04-13.vc12.c02__10.112.73.13,Eth19(73)__vNIC04-13.vc12.c02__10.112.73.13,Down,608,"<div class=""logmessage"">75 #/s (Discards In) is above the error limit of 2 #/s in Discards In<div class=""moreicon""></div></div>",75 #/s (Discards In) is above the error limit of 2 #/s in Discards In
10869,10869,15-05-2024 12:48:43,45427.3046647454,{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],SNMP Traffic 64bit,snmptraffic,Eth04(13)__vNIC14-18.vc12.c02__10.112.73.18,Eth04(13)__vNIC14-18.vc12.c02__10.112.73.18,Down,608,"<div class=""logmessage"">12 #/s (Discards In) is above the error limit of 2 #/s in Discards In<div class=""moreicon""></div></div>",12 #/s (Discards In) is above the error limit of 2 #/s in Discards In
2931,2931,15-05-2024 12:48:37,45427.3045960301,{mgmt-tp-10-112-11-203} (10.112.11.203) [CISCO-WS-C3750X-48P] @Rack_L16  [TP-GF],{mgmt-tp-10-112-11-203} (10.112.11.203) [CISCO-WS-C3750X-48P] @Rack_L16  [TP-GF],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
10695,10695,15-05-2024 12:48:15,45427.3043403356,{isp-wr-tp-192-168-101-224} (192.168.101.224) [CCR2116-12G-4S+] @Rack_ [TP-],{isp-wr-tp-192-168-101-224} (192.168.101.224) [CCR2116-12G-4S+] @Rack_ [TP-],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
9450,9450,15-05-2024 12:48:02,45427.3041918634,Probe Device,Probe Device,WMI UTC Time,wmiutctime,WMI UTC Time,WMI UTC Time,Down,608,"<div class=""logmessage"">2 s  (Difference) is above the error limit of 1 s  in Difference<div class=""moreicon""></div></div>",2 s  (Difference) is above the error limit of 1 s  in Difference
12521,12521,15-05-2024 12:48:01,45427.3041784838,{idrac-jp-10-100-11-44} (10.100.11.44) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-44} (10.100.11.44) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
10167,10167,15-05-2024 12:47:57,45427.3041325579,{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],SNMP Traffic 64bit,snmptraffic,Eth17(65)__vNIC08-11.vc12.c02__10.112.73.11,Eth17(65)__vNIC08-11.vc12.c02__10.112.73.11,Down,608,"<div class=""logmessage"">10 #/s (Discards In) is above the error limit of 2 #/s in Discards In<div class=""moreicon""></div></div>",10 #/s (Discards In) is above the error limit of 2 #/s in Discards In
12506,12506,15-05-2024 12:47:45,45427.3039933218,{idrac-jp-10-100-11-43} (10.100.11.43) [Cisco-SG350X-48] @Rack_02 [CDC-104],{idrac-jp-10-100-11-43} (10.100.11.43) [Cisco-SG350X-48] @Rack_02 [CDC-104],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.02 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.02 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
2931,2931,15-05-2024 12:47:37,45427.3039027199,{mgmt-tp-10-112-11-203} (10.112.11.203) [CISCO-WS-C3750X-48P] @Rack_L16  [TP-GF],{mgmt-tp-10-112-11-203} (10.112.11.203) [CISCO-WS-C3750X-48P] @Rack_L16  [TP-GF],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Down,608,"<div class=""logmessage"">0.02 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.02 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
5018,5018,15-05-2024 12:47:37,45427.3039007292,{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],{storage-cdc-tp-10-112-11-214} (10.112.11.214) [EdgeCore_AS7712-32X] @Rack_L15  [TP-GF],Syslog Receiver,udpsyslog,Syslog Receiver,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
12349,12349,15-05-2024 12:47:17,45427.3036692708,10.100.41.111,10.100.41.111,Redfish System Health,paessler.redfish.system_health_sensor.40,System Health: System (CNIVC007BF0442),System Health: System (CNIVC007BF0442),Up,607,"<div class=""logmessage"">OK<div class=""moreicon""></div></div>",OK
